num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,Internet,RoundTrip,5,1,8,3,CGKPVG,Indonesia,0,1,1,5.33,0
1,Internet,RoundTrip,109,37,12,7,CGKPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,45,58,16,5,CGKPVG,China,1,0,0,5.33,0
3,Internet,RoundTrip,6,29,0,1,CGKPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,15,60,22,1,CGKPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,47,45,11,1,CGKPVG,Japan,0,0,0,5.33,1
1,Internet,RoundTrip,220,18,4,2,CGKPVG,Indonesia,1,0,0,5.33,1
1,Internet,RoundTrip,34,19,4,3,CGKPVG,China,0,0,0,5.33,1
3,Internet,RoundTrip,4,58,7,1,CGKPVG,China,1,0,1,5.33,1
1,Internet,RoundTrip,79,18,16,7,CGKPVG,Singapore,0,0,1,5.33,1
1,Internet,RoundTrip,10,56,21,4,CGKPVG,China,0,0,1,5.33,1
2,Internet,RoundTrip,197,22,9,4,CGKPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,47,36,13,6,CGKPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,110,28,9,5,CGKPVG,China,1,1,1,5.33,1
1,Internet,RoundTrip,7,18,7,1,CGKPVG,China,1,1,1,5.33,0
1,Internet,RoundTrip,4,23,13,4,CGKPVG,China,0,0,1,5.33,0
1,Internet,RoundTrip,43,25,14,2,CGKPVG,United States,1,0,1,5.33,0
1,Internet,RoundTrip,137,40,17,6,CGKPVG,France,1,0,0,5.33,0
1,Internet,RoundTrip,7,1,8,3,CGKPVG,Singapore,1,0,0,5.33,0
1,Internet,RoundTrip,56,38,4,5,CGKPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,44,45,9,2,CGKPVG,China,0,0,0,5.33,0
3,Internet,RoundTrip,62,20,9,1,CGKPVG,China,0,0,0,5.33,0
1,Internet,RoundTrip,158,26,15,2,CGKPVG,United States,0,0,0,5.33,0
1,Internet,RoundTrip,7,23,14,5,CGKPVG,China,1,1,1,5.33,1
1,Internet,RoundTrip,75,44,3,6,CGKPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,37,68,15,1,CGKPVG,China,1,0,0,5.33,1
1,Internet,RoundTrip,17,22,8,5,CGKPVG,Indonesia,1,0,1,5.33,0
2,Internet,RoundTrip,20,17,3,4,CGKPVG,Indonesia,1,0,0,5.33,1
1,Internet,RoundTrip,74,20,8,7,CGKPVG,China,1,0,0,5.33,1
2,Internet,RoundTrip,60,27,6,1,CGKPVG,Indonesia,1,0,0,5.33,0
1,Internet,RoundTrip,45,45,15,2,CGKPVG,Indonesia,1,0,0,5.33,0
2,Internet,RoundTrip,274,19,2,2,CGKPVG,Indonesia,1,0,0,5.33,0
1,Mobile,RoundTrip,44,61,4,6,CGKPVG,China,1,0,0,5.33,0
1,Internet,RoundTrip,30,22,7,2,CGKPVG,China,1,0,1,5.33,1
1,Internet,RoundTrip,117,24,13,2,CGKPVG,Japan,1,0,0,5.33,0
1,Internet,RoundTrip,17,19,2,5,CGKPVG,Japan,0,0,0,5.33,0
3,Internet,RoundTrip,210,28,3,2,CGKPVG,Indonesia,1,0,1,5.33,1
1,Internet,RoundTrip,24,89,6,1,CGKSYD,Indonesia,1,0,1,8.58,0
1,Internet,RoundTrip,257,29,12,4,CGKSYD,Australia,1,0,0,8.58,1
1,Internet,RoundTrip,10,20,6,2,CGKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,26,21,16,2,CGKSYD,Indonesia,1,0,1,8.58,1
1,Internet,RoundTrip,1,20,4,2,CGKSYD,Indonesia,1,0,0,8.58,0
2,Internet,RoundTrip,5,91,11,2,CGKSYD,Indonesia,1,1,1,8.58,1
1,Internet,RoundTrip,57,26,0,5,CGKSYD,Australia,0,0,0,8.58,0
1,Mobile,RoundTrip,12,1,11,2,CGKSYD,Australia,0,0,1,8.58,0
2,Internet,RoundTrip,59,22,11,6,CGKSYD,Australia,1,0,0,8.58,0
2,Mobile,RoundTrip,72,22,23,6,CGKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,3,54,13,6,CGKSYD,Australia,1,1,0,8.58,1
1,Internet,RoundTrip,98,30,10,2,CGKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,66,34,13,3,CGKSYD,Australia,1,0,1,8.58,0
2,Internet,RoundTrip,127,36,15,1,CGKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,11,26,1,5,CGKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,359,29,10,1,CGKSYD,Australia,1,1,0,8.58,0
3,Internet,RoundTrip,279,17,6,3,CGKSYD,Indonesia,1,1,0,8.58,0
2,Internet,RoundTrip,191,22,23,4,CGKSYD,Australia,1,1,1,8.58,1
2,Internet,RoundTrip,83,81,6,2,CGKSYD,Indonesia,1,1,1,8.58,0
4,Internet,RoundTrip,38,22,2,1,CGKSYD,Indonesia,1,1,1,8.58,1
1,Internet,RoundTrip,7,34,11,4,CGKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,41,28,10,5,CGKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,167,18,12,4,CGKSYD,Indonesia,1,0,0,8.58,0
2,Internet,RoundTrip,192,23,4,1,CGKSYD,Indonesia,1,0,1,8.58,0
1,Internet,RoundTrip,204,21,0,1,CGKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,155,33,0,7,CGKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,18,31,11,4,CGKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,3,18,4,6,CGKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,348,91,6,6,CGKSYD,Australia,0,0,0,8.58,1
1,Mobile,RoundTrip,211,38,12,4,CGKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,13,19,23,3,CGKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,84,26,11,7,CGKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,13,31,5,7,CGKSYD,Australia,0,0,0,8.58,1
1,Internet,RoundTrip,291,29,14,6,CGKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,332,31,8,1,CGKSYD,Australia,1,0,1,8.58,0
5,Internet,RoundTrip,66,24,16,2,CGKSYD,Indonesia,1,1,1,8.58,0
7,Internet,RoundTrip,46,18,1,3,CGKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,21,29,21,1,CGKSYD,Kuwait,1,1,1,8.58,1
1,Internet,RoundTrip,16,90,6,6,CGKSYD,Indonesia,0,1,0,8.58,0
1,Internet,OneWay,169,1,2,4,CGKSYD,Indonesia,0,0,0,8.58,1
1,Internet,RoundTrip,14,31,3,7,CGKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,29,33,14,5,CGKSYD,Australia,0,0,0,8.58,0
4,Internet,RoundTrip,280,20,17,2,CGKSYD,Indonesia,1,0,0,8.58,0
2,Internet,RoundTrip,40,29,7,3,CGKSYD,United States,1,0,1,8.58,0
5,Internet,RoundTrip,168,26,13,1,CGKSYD,Indonesia,1,1,1,8.58,1
1,Internet,RoundTrip,59,69,8,6,CGKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,12,21,11,3,CGKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,79,88,23,4,CGKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,261,66,7,6,CGKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,26,23,13,1,CGKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,70,22,8,1,CGKSYD,Australia,1,1,1,8.58,0
3,Internet,RoundTrip,274,19,14,4,CGKSYD,Indonesia,0,0,1,8.58,1
1,Mobile,RoundTrip,6,85,9,2,CGKSYD,Indonesia,1,1,1,8.58,0
1,Internet,RoundTrip,11,31,9,4,CGKSYD,Australia,0,0,0,8.58,0
2,Internet,RoundTrip,97,83,23,4,CGKSYD,Indonesia,1,1,1,8.58,0
4,Internet,RoundTrip,97,20,12,7,CGKSYD,Indonesia,1,0,1,8.58,0
1,Internet,RoundTrip,23,82,13,2,CGKSYD,Indonesia,1,0,1,8.58,1
1,Internet,RoundTrip,39,19,8,5,CGKSYD,Indonesia,0,0,1,8.58,0
1,Mobile,RoundTrip,5,64,22,2,CGKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,7,34,11,4,CGKSYD,Australia,1,0,0,8.58,0
2,Internet,RoundTrip,369,20,8,4,CGKSYD,Indonesia,1,0,0,8.58,0
2,Internet,RoundTrip,139,89,12,4,CGKSYD,Indonesia,1,0,0,8.58,0
1,Internet,RoundTrip,19,30,21,4,CGKSYD,Australia,0,0,1,8.58,0
3,Internet,RoundTrip,70,30,3,6,CGKSYD,United States,1,1,1,8.58,0
1,Internet,RoundTrip,14,17,11,4,CGKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,16,19,10,1,CGKSYD,Australia,1,1,0,8.58,0
1,Internet,RoundTrip,113,48,12,7,CGKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,11,1,12,1,CGKSYD,Australia,0,0,1,8.58,0
1,Internet,RoundTrip,189,83,1,7,CGKSYD,Indonesia,1,0,0,8.58,0
1,Internet,RoundTrip,92,24,8,6,CGKSYD,Indonesia,1,1,1,8.58,0
1,Internet,RoundTrip,27,61,0,2,CGKSYD,Australia,0,1,1,8.58,1
1,Internet,RoundTrip,27,28,11,5,CGKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,2,1,6,5,CGKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,18,21,5,4,CGKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,18,73,7,6,CGKSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,202,31,12,5,CGKSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,63,19,2,1,CGKSYD,Indonesia,0,1,0,8.58,0
1,Internet,RoundTrip,155,28,14,1,CGKSYD,Australia,1,1,1,8.58,0
2,Internet,RoundTrip,188,93,11,5,CGKSYD,Indonesia,0,0,0,8.58,0
1,Internet,RoundTrip,53,31,11,3,CGKSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,1,28,11,5,CGKSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,94,19,13,7,CGKSYD,Indonesia,1,1,1,8.58,1
1,Internet,RoundTrip,19,17,3,3,CGKSYD,Australia,0,0,0,8.58,0
1,Mobile,RoundTrip,9,29,15,5,CGKTPE,Indonesia,0,0,1,4.67,1
3,Internet,RoundTrip,59,28,13,6,CGKTPE,Indonesia,1,0,1,4.67,0
1,Internet,RoundTrip,58,52,3,2,CGKTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,56,23,14,5,CGKTPE,Indonesia,1,0,0,4.67,0
1,Internet,RoundTrip,165,17,14,3,CGKTPE,Indonesia,1,0,0,4.67,0
1,Internet,RoundTrip,15,33,9,6,CGKTPE,Bahrain,1,0,0,4.67,1
3,Internet,RoundTrip,1,29,10,3,CGKTPE,Indonesia,1,0,0,4.67,1
1,Internet,RoundTrip,66,51,7,2,CGKTPE,Indonesia,1,0,0,4.67,0
1,Mobile,RoundTrip,27,21,0,4,CGKTPE,Indonesia,1,0,0,4.67,0
2,Internet,RoundTrip,100,24,12,3,CGKTPE,Indonesia,1,1,1,4.67,0
1,Internet,RoundTrip,54,39,7,7,CGKTPE,Taiwan,0,0,1,4.67,0
3,Mobile,RoundTrip,52,18,15,7,CGKTPE,Indonesia,1,0,0,4.67,0
1,Internet,RoundTrip,28,83,15,2,CGKTPE,Indonesia,0,0,0,4.67,0
1,Internet,RoundTrip,21,26,17,4,CGKTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,109,58,16,1,CGKTPE,Indonesia,1,1,1,4.67,0
2,Internet,RoundTrip,48,85,0,3,CGKTPE,Taiwan,1,0,1,4.67,1
1,Internet,RoundTrip,26,74,14,3,CGKTPE,Taiwan,1,0,1,4.67,0
1,Internet,RoundTrip,13,30,10,2,CGKTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,8,22,8,4,CGKTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,18,49,2,5,CGKTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,7,60,10,5,CGKTPE,Taiwan,1,1,1,4.67,0
3,Internet,RoundTrip,135,18,13,2,CGKTPE,Taiwan,1,1,1,4.67,1
1,Internet,RoundTrip,30,21,15,5,CGKTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,53,55,6,6,CGKTPE,Indonesia,1,0,0,4.67,0
3,Internet,RoundTrip,11,28,13,3,CGKTPE,Taiwan,1,1,1,4.67,0
4,Internet,RoundTrip,16,17,9,4,CGKTPE,Indonesia,1,0,0,4.67,1
1,Internet,RoundTrip,70,38,7,5,CGKTPE,Taiwan,1,0,0,4.67,0
3,Internet,RoundTrip,163,18,15,3,CGKTPE,Indonesia,1,0,0,4.67,0
1,Internet,RoundTrip,88,62,5,4,CGKTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,114,78,3,3,CGKTPE,Taiwan,1,1,1,4.67,0
2,Internet,RoundTrip,111,59,12,6,CGKTPE,Indonesia,1,0,0,4.67,0
1,Internet,RoundTrip,34,53,3,5,CGKTPE,Taiwan,1,0,0,4.67,0
3,Internet,RoundTrip,1,29,9,3,CGKTPE,Indonesia,1,0,0,4.67,1
2,Internet,RoundTrip,22,28,9,3,CGKTPE,Indonesia,1,0,0,4.67,0
1,Internet,RoundTrip,19,28,12,3,CGKTPE,Taiwan,1,0,0,4.67,0
1,Internet,RoundTrip,74,51,9,5,CGKTPE,Taiwan,0,0,0,4.67,0
1,Mobile,RoundTrip,65,75,8,2,CGKTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,34,36,2,7,CGKTPE,Singapore,0,1,0,4.67,1
1,Internet,RoundTrip,8,29,7,3,CGKTPE,Brunei,1,0,0,4.67,1
1,Internet,RoundTrip,110,22,8,3,CGKTPE,Taiwan,0,0,0,4.67,0
1,Internet,RoundTrip,30,32,16,5,CGKTPE,Indonesia,1,0,1,4.67,0
1,Mobile,RoundTrip,64,31,14,7,CGKWUH,South Korea,0,0,0,5.13,0
2,Internet,RoundTrip,74,21,15,2,CGKWUH,Indonesia,0,0,1,5.13,0
2,Internet,RoundTrip,146,21,14,4,CGKXIY,Indonesia,1,0,0,5.0,0
1,Internet,RoundTrip,7,38,9,5,CGKXIY,Indonesia,1,0,1,5.0,0
1,Internet,RoundTrip,9,30,14,6,CGKXIY,China,0,0,0,5.0,0
1,Internet,RoundTrip,43,28,7,5,CGKXIY,Indonesia,1,0,0,5.0,0
3,Internet,RoundTrip,6,17,5,2,CGKXIY,Indonesia,0,0,1,5.0,0
2,Internet,RoundTrip,98,42,5,1,CGKXIY,Indonesia,1,0,1,5.0,1
2,Internet,RoundTrip,85,24,8,2,CGKXIY,Indonesia,0,0,1,5.0,0
2,Internet,RoundTrip,126,30,10,6,CGKXIY,Indonesia,1,0,0,5.0,1
1,Internet,RoundTrip,31,19,8,2,CGKXIY,Indonesia,0,0,0,5.0,0
3,Internet,RoundTrip,39,30,12,4,CGKXIY,Indonesia,1,0,0,5.0,0
1,Internet,RoundTrip,9,22,13,3,CGKXIY,Indonesia,1,0,1,5.0,1
1,Internet,RoundTrip,13,24,5,6,CGKXIY,China,1,0,0,5.0,0
2,Mobile,RoundTrip,25,62,16,2,CGKXIY,Indonesia,1,0,1,5.0,0
1,Internet,RoundTrip,81,41,10,5,CKGCOK,China,1,0,0,4.83,0
1,Internet,RoundTrip,80,39,6,3,CKGCOK,China,1,0,1,4.83,0
1,Internet,RoundTrip,63,39,11,6,CKGCOK,China,0,0,0,4.83,0
1,Mobile,RoundTrip,79,39,9,7,CKGCOK,United States,1,0,0,4.83,0
1,Mobile,RoundTrip,36,18,17,2,CKGDPS,China,1,0,1,4.83,0
2,Internet,RoundTrip,23,25,2,5,CKGDPS,Singapore,1,1,1,4.83,0
2,Internet,RoundTrip,12,24,7,6,CKGJHB,Malaysia,0,0,0,4.83,0
5,Internet,RoundTrip,146,23,8,5,CKGJHB,Malaysia,1,0,0,4.83,0
4,Internet,RoundTrip,15,28,13,1,CKGKCH,Malaysia,1,0,0,4.83,0
4,Internet,RoundTrip,122,40,2,6,CKGKCH,China,1,0,1,4.83,0
1,Internet,RoundTrip,47,22,22,1,CKGKCH,China,0,0,0,4.83,0
1,Internet,OneWay,7,0,5,2,CKGKCH,Malaysia,1,1,0,4.83,0
1,Mobile,RoundTrip,34,25,10,3,CKGKCH,Malaysia,1,1,1,4.83,0
1,Mobile,RoundTrip,48,25,6,3,CKGKCH,Malaysia,1,0,0,4.83,0
3,Mobile,RoundTrip,44,20,11,5,CKGLOP,China,1,0,0,4.83,0
1,Internet,RoundTrip,36,39,15,1,CKGMAA,India,1,0,1,4.83,0
1,Internet,RoundTrip,18,40,6,2,CKGMAA,China,1,0,1,4.83,0
3,Internet,RoundTrip,225,28,7,1,CKGMAA,India,1,0,0,4.83,0
1,Internet,RoundTrip,105,23,2,2,CKGMAA,China,1,0,1,4.83,0
1,Internet,RoundTrip,10,40,4,4,CKGMEL,China,1,0,1,8.83,0
1,Internet,RoundTrip,302,22,4,6,CKGMEL,Hong Kong,1,0,0,8.83,0
1,Internet,RoundTrip,77,26,9,1,CKGMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,46,83,1,5,CKGMEL,China,0,0,0,8.83,0
3,Internet,RoundTrip,93,18,14,2,CKGMEL,China,1,0,0,8.83,1
1,Internet,RoundTrip,19,32,6,6,CKGMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,5,30,8,4,CKGMYY,Malaysia,0,0,0,4.83,0
1,Mobile,RoundTrip,71,19,12,1,CKGMYY,Malaysia,1,1,0,4.83,1
1,Internet,RoundTrip,5,31,6,1,CKGOOL,Australia,0,0,1,8.83,0
1,Internet,RoundTrip,59,73,12,6,CKGOOL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,8,56,7,6,CKGOOL,China,1,0,0,8.83,1
1,Internet,RoundTrip,9,18,10,5,CKGPEN,Malaysia,0,0,0,4.83,1
7,Internet,RoundTrip,23,26,6,2,CKGPEN,Malaysia,1,1,1,4.83,0
1,Internet,RoundTrip,0,25,2,2,CKGPEN,China,0,0,0,4.83,0
1,Mobile,RoundTrip,67,46,12,3,CKGPEN,China,0,0,0,4.83,0
2,Internet,RoundTrip,14,19,6,6,CKGPEN,Malaysia,0,1,0,4.83,0
1,Internet,RoundTrip,33,32,1,4,CKGPEN,Malaysia,1,0,0,4.83,1
1,Internet,RoundTrip,9,30,7,7,CKGPEN,China,1,0,0,4.83,0
1,Internet,RoundTrip,262,29,12,1,CKGPER,China,1,0,0,5.62,0
1,Internet,RoundTrip,171,86,15,5,CKGPER,Indonesia,0,0,0,5.62,0
1,Internet,RoundTrip,18,29,10,1,CKGPER,China,1,1,1,5.62,0
1,Internet,RoundTrip,40,34,12,5,CKGPER,Australia,1,0,1,5.62,0
1,Internet,RoundTrip,20,17,14,3,CKGPER,Australia,1,0,1,5.62,0
2,Internet,RoundTrip,89,35,13,5,CKGPER,Australia,0,0,0,5.62,0
1,Internet,RoundTrip,18,54,12,4,CKGPER,Australia,1,0,0,5.62,0
1,Internet,RoundTrip,51,53,13,7,CKGPNH,China,1,0,1,4.83,0
1,Internet,RoundTrip,116,20,13,4,CKGPNH,Cambodia,1,1,1,4.83,1
1,Internet,RoundTrip,243,47,3,6,CKGSBW,Malaysia,1,1,1,4.83,1
1,Internet,RoundTrip,76,27,6,1,CKGSBW,Malaysia,1,0,0,4.83,0
1,Internet,RoundTrip,272,21,14,7,CKGSBW,Malaysia,1,0,0,4.83,0
1,Internet,RoundTrip,258,21,12,5,CKGSBW,Malaysia,1,0,0,4.83,1
1,Internet,RoundTrip,135,19,14,4,CKGSIN,Singapore,0,0,0,4.83,0
1,Internet,RoundTrip,44,91,9,6,CKGSIN,Singapore,1,1,0,4.83,0
1,Internet,RoundTrip,43,26,8,5,CKGSUB,Indonesia,1,1,1,4.83,1
4,Internet,RoundTrip,52,28,9,4,CKGSUB,Indonesia,1,1,1,4.83,1
3,Internet,RoundTrip,66,30,8,1,CKGSUB,Indonesia,1,0,0,4.83,0
2,Internet,RoundTrip,89,28,16,2,CKGSUB,China,1,0,0,4.83,0
1,Internet,RoundTrip,91,22,3,6,CKGSUB,Indonesia,1,0,0,4.83,0
2,Internet,RoundTrip,19,30,2,2,CKGSYD,Australia,1,1,1,8.58,0
1,Internet,RoundTrip,63,31,12,6,CKGSYD,China,1,0,0,8.58,0
1,Internet,RoundTrip,45,47,23,1,CKGSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,109,31,16,7,CKGSYD,China,1,0,1,8.58,0
1,Internet,RoundTrip,109,30,3,7,CKGSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,258,28,5,7,CKGTGG,China,1,0,0,4.83,0
1,Internet,RoundTrip,29,38,20,3,CKGTRZ,(not set),1,0,1,4.83,0
1,Internet,RoundTrip,33,37,2,4,CKGTRZ,China,1,0,1,4.83,0
1,Internet,RoundTrip,28,57,16,4,CKGTRZ,China,1,0,1,4.83,0
1,Mobile,RoundTrip,49,17,9,7,CKGTRZ,China,0,0,0,4.83,0
1,Internet,RoundTrip,13,66,9,1,CKGTRZ,China,1,0,0,4.83,0
1,Internet,RoundTrip,25,59,10,3,CKGTRZ,China,1,0,0,4.83,0
1,Internet,RoundTrip,25,59,10,3,CKGTRZ,China,0,0,0,4.83,0
1,Internet,RoundTrip,28,57,16,4,CKGTRZ,China,1,0,1,4.83,0
1,Mobile,RoundTrip,74,42,14,2,CKGTRZ,China,0,0,1,4.83,0
1,Internet,RoundTrip,28,57,18,4,CKGTRZ,China,1,0,1,4.83,0
1,Internet,RoundTrip,33,37,15,4,CKGTRZ,United Kingdom,1,0,1,4.83,0
1,Internet,RoundTrip,33,37,2,4,CKGTRZ,China,1,0,1,4.83,0
1,Internet,RoundTrip,28,57,16,4,CKGTRZ,China,1,0,1,4.83,0
6,Internet,RoundTrip,4,32,1,5,CKGTWU,China,1,0,0,4.83,0
1,Internet,RoundTrip,8,18,8,6,CKGTWU,China,1,0,0,4.83,0
1,Internet,RoundTrip,108,30,13,4,CKGTWU,China,0,0,0,4.83,0
7,Internet,RoundTrip,13,32,7,3,CKGTWU,China,1,0,0,4.83,0
1,Internet,RoundTrip,280,18,4,4,CMBCTS,Australia,0,0,0,8.67,0
2,Internet,RoundTrip,27,19,13,5,CMBCTU,China,1,0,0,4.72,0
1,Internet,RoundTrip,69,20,0,2,CMBHGH,China,0,0,1,5.07,0
1,Internet,RoundTrip,173,17,5,3,CMBHGH,China,0,0,0,5.07,0
1,Internet,RoundTrip,178,23,7,7,CMBHGH,China,0,0,1,5.07,0
3,Internet,RoundTrip,326,27,14,1,CMBHGH,China,0,0,0,5.07,0
2,Internet,RoundTrip,102,17,2,4,CMBHGH,China,0,0,0,5.07,0
1,Internet,RoundTrip,306,22,22,2,CMBHND,Japan,1,0,0,7.57,0
5,Internet,RoundTrip,106,31,13,6,CMBHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,14,44,12,4,CMBHND,Japan,1,0,0,7.57,0
1,Internet,RoundTrip,55,20,5,2,CMBHND,Japan,0,0,1,7.57,0
1,Internet,RoundTrip,46,18,3,1,CMBICN,South Korea,1,1,1,6.62,0
1,Internet,RoundTrip,212,51,7,5,CMBICN,South Korea,0,0,0,6.62,0
2,Internet,RoundTrip,243,17,5,4,CMBICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,26,49,13,5,CMBICN,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,59,17,6,4,CMBICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,182,17,2,1,CMBICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,187,26,19,7,CMBICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,1,30,0,2,CMBICN,South Korea,1,1,1,6.62,0
1,Internet,RoundTrip,2,19,9,2,CMBICN,South Korea,0,0,0,6.62,0
1,Internet,RoundTrip,44,21,10,1,CMBICN,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,11,20,5,5,CMBICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,13,36,8,2,CMBICN,South Korea,1,0,0,6.62,0
1,Internet,RoundTrip,22,90,5,3,CMBICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,105,18,15,7,CMBICN,South Korea,1,0,1,6.62,0
2,Internet,RoundTrip,63,36,8,7,CMBICN,South Korea,1,0,1,6.62,0
1,Internet,RoundTrip,13,26,9,5,CMBICN,South Korea,0,0,1,6.62,0
1,Internet,RoundTrip,26,18,9,4,CMBICN,South Korea,1,0,0,6.62,0
1,Mobile,RoundTrip,47,18,2,7,CMBKIX,Japan,1,0,1,7.0,0
1,Mobile,RoundTrip,1,19,10,5,CMBKIX,Japan,1,0,1,7.0,0
1,Internet,RoundTrip,22,26,6,3,CMBKIX,Japan,0,0,0,7.0,0
1,Internet,RoundTrip,6,86,3,6,CMBKIX,Japan,1,1,1,7.0,0
1,Mobile,RoundTrip,5,86,6,1,CMBKIX,Sri Lanka,1,0,0,7.0,0
1,Internet,RoundTrip,34,26,0,5,CMBKIX,Japan,0,0,0,7.0,0
2,Internet,RoundTrip,55,20,6,1,CMBKIX,Japan,1,1,1,7.0,0
1,Internet,RoundTrip,2,17,1,4,CMBKIX,Japan,1,1,1,7.0,0
1,Internet,RoundTrip,16,18,16,5,CMBKIX,Japan,1,1,0,7.0,0
1,Internet,RoundTrip,224,21,14,6,CMBKIX,Japan,1,0,1,7.0,0
1,Internet,RoundTrip,18,57,15,1,CMBKIX,Japan,1,0,1,7.0,0
2,Internet,RoundTrip,70,56,5,6,CMBKIX,Japan,1,0,1,7.0,0
1,Internet,CircleTrip,157,19,11,7,CMBKIX,Japan,1,1,1,7.0,0
1,Mobile,RoundTrip,183,19,22,7,CMBKIX,Australia,1,0,1,7.0,0
2,Internet,RoundTrip,158,18,12,1,CMBKIX,Japan,0,0,0,7.0,0
2,Internet,RoundTrip,34,28,6,5,CMBMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,60,28,10,5,CMBMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,95,31,4,4,CMBMEL,Australia,0,0,1,8.83,0
1,Mobile,RoundTrip,7,89,1,3,CMBMEL,Australia,0,0,0,8.83,0
2,Internet,RoundTrip,153,19,11,6,CMBMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,188,19,9,1,CMBMEL,Austria,1,0,1,8.83,0
1,Internet,RoundTrip,22,56,5,2,CMBMEL,Sri Lanka,1,1,1,8.83,0
1,Internet,RoundTrip,82,17,12,2,CMBMEL,Australia,1,0,0,8.83,0
3,Internet,RoundTrip,300,27,3,7,CMBMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,248,28,4,3,CMBMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,17,17,1,5,CMBMEL,Australia,0,0,1,8.83,0
2,Internet,RoundTrip,64,21,23,3,CMBMEL,Australia,1,0,1,8.83,0
1,Internet,RoundTrip,70,19,10,1,CMBMEL,Australia,1,0,0,8.83,0
2,Internet,RoundTrip,130,18,11,5,CMBMEL,Australia,0,1,0,8.83,0
